"Timestamp","What is your cat's name?","What are your cat's weird behaviors? Check all that apply.","What size is your cat?","What is your cat's sex?","How old is your cat?","Which of these best describes your cat?","What kind of fur does your cat have?"
"2017/03/03 7:58:56 PM PST","Simba","Sets belly rub traps;Rubs self on corners","Lorge","Male","5-10 years","Indoors only","Long"
"2017/03/03 7:59:09 PM PST","Boris","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas)","smol","Male","5-10 years","Indoors + backyard","Short"
"2017/03/03 7:59:12 PM PST","Max","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Freaks out about food even when there is plenty in bowl","Medium","Male","5-10 years","Indoors + roams free outdoors","Long"
"2017/03/03 7:59:15 PM PST","Uma","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Deliberately knocks things over;Loves computer keyboards;Stares intensely at the wall;Stands on hind legs","smol","Female","6-12 months","Indoors + backyard","Short"
"2017/03/03 7:59:53 PM PST","","Kneads / makes muffins / makes biscuits;Sleeps or sits in contorted positions;Loves specific, non-meat foods (e.g. crackers, bananas);Attacks toes;Loves computer keyboards;Stares intensely at the wall;Stands on hind legs","Medium","Female","2-5 years","Indoors only","Short"
"2017/03/03 8:00:40 PM PST","Vayda","Paws at closed doors;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","smol","Female","1-2 years","Indoors + backyard","Short"
"2017/03/03 8:01:05 PM PST","Lilly","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Stands on hind legs","smol","Female","5-10 years","Indoors + backyard","Short"
"2017/03/03 8:02:01 PM PST","Melody","Rubs self on corners;Sleeps or sits in contorted positions;Stares intensely at the wall;Freaks out about food even when there is plenty in bowl","THICC","Female","5-10 years","Indoors only","Short"
"2017/03/03 8:02:18 PM PST","Ludo","Kneads / makes muffins / makes biscuits;Rubs self on corners;Drools when happy;Sprints suddenly and without reason;Attacks toes;Freaks out about food even when there is plenty in bowl","Medium","Male","1-2 years","Indoors only","Short"
"2017/03/03 8:02:43 PM PST","Duma","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Deliberately knocks things over;Drinks from faucet;Freaks out about food even when there is plenty in bowl","Lorge","Male","5-10 years","Indoors + backyard","Short"
"2017/03/03 8:02:48 PM PST","Coco","Paws at closed doors;Rubs self on corners;Sleeps or sits in contorted positions;Drools when happy","smol","Female","5-10 years","Indoors + roams free outdoors","Short"
"2017/03/03 8:04:48 PM PST","Martha","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Attacks toes;Deliberately knocks things over;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L)","smol","Male","1-2 years","Indoors + backyard","Long"
"2017/03/03 8:05:11 PM PST","Faustus","Paws at closed doors;Kneads / makes muffins / makes biscuits;Loves boxes;Freaks out about food even when there is plenty in bowl","THICC","Male","5-10 years","Indoors + backyard","Short"
"2017/03/03 8:06:08 PM PST","Magnus","Kneads / makes muffins / makes biscuits;Drools when happy;Deliberately knocks things over","Medium","Male","2-5 years","Indoors + backyard","Short"
"2017/03/03 8:06:57 PM PST","Lord Sethington","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Loves computer keyboards;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L)","Lorge","Male","2-5 years","Indoors only","Short"
"2017/03/03 8:07:15 PM PST","Anastacia","Sets belly rub traps;Rubs self on corners;Sprints suddenly and without reason;Stares intensely at the wall;Drinks from faucet","Medium","Female","5-10 years","Indoors + backyard","Long"
"2017/03/03 8:07:46 PM PST","Sinbad","Paws at closed doors;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Attacks toes;Deliberately knocks things over;Stares intensely at the wall","Medium","Male","6-12 months","Indoors only","Short"
"2017/03/03 8:08:02 PM PST","","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Deliberately knocks things over;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Drinks from faucet;Freaks out about food even when there is plenty in bowl;Stands on hind legs","Lorge","Male","2-5 years","Indoors only","Long"
"2017/03/03 8:08:05 PM PST","Belladonna","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Drools when happy;Stares intensely at the wall","Medium","Female","5-10 years","Indoors + backyard","Short"
"2017/03/03 8:08:12 PM PST","Talia","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Loves specific, non-meat foods (e.g. crackers, bananas);Drinks from faucet","smol","Female","10+ years","Indoors + backyard","Short"
"2017/03/03 8:08:37 PM PST","Dexter","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Deliberately knocks things over;Loves computer keyboards;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L)","Medium","Male","2-5 years","Indoors only","Long"
"2017/03/03 8:08:40 PM PST","Baby","Kneads / makes muffins / makes biscuits;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Stands on hind legs","smol","Female","6-12 months","Indoors only","Long"
"2017/03/03 8:09:21 PM PST","Molly","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Loves specific, non-meat foods (e.g. crackers, bananas);Freaks out about food even when there is plenty in bowl","smol","Female","10+ years","Indoors + backyard","Short"
"2017/03/03 8:09:27 PM PST","Kimba","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Loves computer keyboards;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L)","Medium","Male","2-5 years","Indoors + roams free outdoors","Long"
"2017/03/03 8:09:39 PM PST","Saber","Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions","smol","Male","10+ years","Indoors + backyard","Long"
"2017/03/03 8:10:00 PM PST","Otis","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Hides under sheets when making bed;Deliberately knocks things over;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L)","Medium","Male","1-2 years","Indoors only","Short"
"2017/03/03 8:10:11 PM PST","Bella","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Loves computer keyboards;Drinks from faucet","Medium","Female","2-5 years","Indoors + roams free outdoors","Short"
"2017/03/03 8:10:27 PM PST","Patches","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Attacks toes;Loves computer keyboards;Stares intensely at the wall;Stands on hind legs","Medium","Female","10+ years","Indoors + backyard","Long"
"2017/03/03 8:10:30 PM PST","Congo","Paws at closed doors;Rubs self on corners;Hides under sheets when making bed;Stands on hind legs","smol","Female","10+ years","Indoors + backyard","Short"
"2017/03/03 8:10:37 PM PST","Tesla","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Prefers men;Drinks from faucet;Freaks out about food even when there is plenty in bowl;Stands on hind legs","Medium","Male","6-12 months","Indoors only","Short"
"2017/03/03 8:10:54 PM PST","Wylie","Sets belly rub traps;Attacks toes;Freaks out about food even when there is plenty in bowl","Medium","Male","1-2 years","Indoors + backyard","Short"
"2017/03/03 8:11:02 PM PST","Volvo","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Loves specific, non-meat foods (e.g. crackers, bananas);Deliberately knocks things over;Loves computer keyboards;Stares intensely at the wall;Drinks from faucet;Freaks out about food even when there is plenty in bowl","Lorge","Male","2-5 years","Indoors only","Short"
"2017/03/03 8:12:15 PM PST","Honey","Kneads / makes muffins / makes biscuits;Rubs self on corners;Sleeps or sits in contorted positions;Stares intensely at the wall;Drinks from faucet","Medium","Female","5-10 years","Indoors only","Short"
"2017/03/03 8:12:19 PM PST","Balthazar","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Deliberately knocks things over;Stares intensely at the wall;Drinks from faucet","Medium","Male","5-10 years","Indoors only","Short"
"2017/03/03 8:13:32 PM PST","Ringo","Paws at closed doors;Loves boxes;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Attacks toes;Loves computer keyboards;Drinks from faucet;Stands on hind legs","smol","Male","0-6 months","Indoors only","Short"
"2017/03/03 8:13:47 PM PST","Graham","Paws at closed doors;Kneads / makes muffins / makes biscuits;Loves boxes;Sprints suddenly and without reason;Hides under sheets when making bed;Prefers men;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Drinks from faucet;Stands on hind legs","smol","Male","6-12 months","Indoors only","Short"
"2017/03/03 8:13:58 PM PST","River","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Deliberately knocks things over","Medium","Female","2-5 years","Indoors only","Long"
"2017/03/03 8:14:09 PM PST","Mocha ","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sprints suddenly and without reason;Loves computer keyboards;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Drinks from faucet","smol","Female","2-5 years","Indoors only","Short"
"2017/03/03 8:14:30 PM PST","lil' cat","Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Prefers men;Attacks toes;Loves computer keyboards;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl;Stands on hind legs","smol","Female","0-6 months","Outdoors only","Short"
"2017/03/03 8:14:31 PM PST","Dezi","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Sleeps or sits in contorted positions;Loves specific, non-meat foods (e.g. crackers, bananas);Stares intensely at the wall;Freaks out about food even when there is plenty in bowl","Lorge","Female","5-10 years","Indoors only","Short"
"2017/03/03 8:14:33 PM PST","Koda","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Attacks toes;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","Lorge","Male","1-2 years","Indoors only","Short"
"2017/03/03 8:14:36 PM PST","Olive","Sets belly rub traps;Rubs self on corners;Sleeps or sits in contorted positions;Hides under sheets when making bed;Prefers men;Loves computer keyboards;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","THICC","Female","1-2 years","Indoors only","Short"
"2017/03/03 8:14:48 PM PST","Fatty","Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Prefers men;Freaks out about food even when there is plenty in bowl;Stands on hind legs","THICC","Male","5-10 years","Indoors only","Long"
